254,7/2/00,18:13:10
255,12/4/87,6:16:51
256,11/15/88,9:44:59
257,11/25/86,2:06:35
258,10/16/88,15:47:04
259,10/21/89,2:31:56
260,7/9/95,8:12:54
261,10/31/03,18:47:22
262,6/11/96,8:11:33
263,4/20/85,3:24:03
264,12/8/89,4:32:10
265,2/7/83,0:42:10
266,11/4/81,7:08:28
267,5/17/83,1:17:50
268,12/17/98,14:35:06
269,11/2/92,18:55:05
270,12/23/83,22:12:27
271,11/28/13,10:01:52
272,1/13/86,4:08:26
273,5/10/11,23:19:51
274,4/26/03,22:11:39
275,1/8/84,14:48:46
276,6/11/09,23:15:19
277,6/28/09,6:33:30
278,12/28/88,19:06:04
279,8/4/09,22:45:48
280,3/29/13,11:22:35
281,7/16/01,17:19:21
282,3/3/00,2:10:23
283,3/13/13,9:09:12
284,3/3/88,17:08:50
285,11/1/99,16:08:24
286,6/6/11,12:47:39
287,5/26/86,12:18:13
288,5/3/05,15:51:44
289,6/7/80,6:38:37
290,12/6/83,19:39:57
291,6/25/08,20:59:58
292,2/25/02,16:18:22
293,9/17/83,0:01:34
294,3/30/09,11:55:00
295,5/5/11,5:44:43
296,10/5/94,20:34:30
297,5/19/10,9:18:52
298,12/2/12,17:58:17
299,6/16/90,13:47:03
300,8/26/89,5:58:34
301,7/13/94,7:45:09
302,6/19/00,21:52:03
303,4/1/98,5:49:00
304,7/3/87,21:10:42
305,12/31/92,1:46:36
306,9/4/09,10:24:57
307,8/16/11,11:11:32
308,5/26/86,21:50:53
309,2/21/95,8:48:56
310,2/10/12,14:51:01
311,7/8/02,6:06:26
312,2/6/90,10:44:49
313,4/12/86,11:10:25
314,4/3/96,16:31:24
315,11/21/12,19:48:34
316,7/6/92,16:10:43
317,10/18/83,20:55:38
318,11/16/87,0:46:26
319,4/28/82,7:51:42
320,5/24/05,6:25:23
321,12/1/91,17:37:05
322,12/25/03,9:32:51
323,11/11/98,8:46:49
324,11/8/01,7:00:31
325,10/31/05,13:47:54
326,7/17/13,14:09:10
327,1/23/81,14:11:58
328,7/19/96,10:22:22
329,7/18/90,0:04:39
330,9/27/04,15:32:42
331,4/27/98,7:09:02
332,8/12/01,13:16:25
333,3/10/97,0:12:10
334,4/26/84,23:11:22
335,4/10/82,1:14:40
336,2/27/06,18:47:59
337,7/3/00,3:40:04
338,11/28/03,10:47:42
339,1/29/09,7:30:02
340,9/9/90,21:26:27
341,8/12/82,20:00:03
342,8/24/00,0:27:46
343,3/8/01,6:25:44
344,2/5/05,5:44:04
345,6/27/96,1:13:05
346,3/10/83,5:29:58
347,3/11/98,16:30:33
348,10/26/95,5:46:19
349,1/14/88,7:13:06
350,9/18/05,22:17:36
351,2/18/82,8:08:15
352,9/21/81,15:30:40
353,7/2/08,8:44:07
354,10/11/01,14:33:23
355,3/19/04,12:30:38
356,1/28/00,19:38:56
357,3/6/94,14:54:45
358,1/10/00,14:16:42
359,4/8/01,17:27:22
360,5/30/11,22:58:01
361,5/10/01,15:24:50
362,11/27/06,4:37:06
363,6/26/08,22:01:37
364,11/18/02,14:21:32
365,12/31/97,20:46:47
366,5/14/92,21:57:53
367,12/23/90,15:26:58
368,12/3/00,3:31:36
369,6/23/84,18:34:59
370,11/3/84,19:03:46
371,4/9/02,8:04:24
372,7/17/00,3:46:32
373,4/12/04,23:06:21
374,8/19/00,8:49:23
375,1/5/00,5:56:34
376,7/27/12,7:20:03
377,1/11/02,22:12:04
378,11/13/01,12:49:10
379,2/23/82,9:34:56
380,7/3/13,13:00:19
381,10/18/96,13:17:40
382,9/5/99,14:01:05
383,8/1/90,21:13:14
384,4/18/06,8:07:06
385,6/5/97,11:15:06
386,7/30/91,16:57:02
387,6/20/92,11:06:53
388,1/26/98,6:04:51
389,9/29/00,21:43:27
390,11/9/90,3:14:08
391,1/14/84,21:32:18
392,5/3/99,13:15:06
393,7/16/83,6:00:50
394,1/8/82,19:03:10
395,5/10/96,6:53:19
396,12/19/05,4:51:34
397,11/11/13,19:15:04
398,9/11/13,6:03:59
399,6/25/89,1:02:41
400,2/22/86,6:58:57
401,3/27/93,3:48:49
402,10/17/80,1:12:09
403,12/14/84,17:08:12
404,12/31/13,4:37:49
405,8/10/91,19:12:20
406,5/24/04,21:52:53
407,9/6/83,15:25:26
408,2/12/99,11:02:14
409,10/9/93,9:13:35
410,9/17/07,1:53:26
411,8/14/10,22:13:51
412,11/6/89,1:39:01
413,10/9/96,13:39:22
414,1/22/12,14:20:51
415,12/28/05,6:44:01
416,2/6/02,14:18:39
417,7/18/01,20:59:08
418,1/3/04,7:15:32
419,5/22/90,6:02:59
420,3/11/01,4:23:58
421,3/23/91,19:38:30
422,3/10/96,23:35:24
423,8/29/83,8:50:00
424,9/19/12,7:20:06
425,6/27/12,22:16:44
426,2/26/99,12:41:20
427,5/21/05,8:06:41
428,9/3/92,19:05:19
429,4/5/96,1:46:48
430,11/17/84,18:42:19
431,6/3/81,6:07:49
432,4/21/13,21:44:13
433,1/19/82,7:48:05
434,1/19/94,7:44:28
435,12/1/04,15:41:42
436,11/13/07,7:08:16
437,8/15/97,9:55:07
438,9/18/83,17:10:36
439,8/3/11,5:16:06
440,7/28/84,18:00:56
441,4/25/93,2:28:13
442,6/29/01,12:58:12
443,12/20/87,4:43:52
444,6/30/12,23:18:36
445,8/3/81,5:21:10
446,6/18/01,14:31:40
447,4/29/93,2:08:50
448,11/2/97,6:11:30
449,5/26/08,2:43:39
450,10/4/01,17:11:55
451,6/29/83,17:38:33
452,6/28/93,11:17:39
453,9/10/10,19:28:04
454,2/23/89,3:10:57
455,2/16/97,23:49:39
456,9/22/99,18:50:41
457,10/2/92,8:00:42
458,9/19/85,23:56:59
459,11/17/05,16:47:09
460,6/24/01,3:15:08
461,10/7/94,22:47:41
462,9/18/04,8:43:32
463,11/10/81,22:18:14
464,10/1/85,21:35:44
465,8/6/91,21:40:49
466,8/5/08,15:01:39
467,9/23/93,9:53:27
468,5/28/13,6:48:42
469,12/25/97,8:53:56
470,3/5/10,13:44:56
471,8/12/84,9:59:28
472,3/18/08,20:57:48
473,7/1/94,0:45:36
474,4/4/99,13:59:52
475,2/17/81,21:39:01
476,2/24/96,16:39:04
477,9/1/01,5:27:51
478,6/24/03,21:08:17
479,6/17/01,3:58:00
480,5/28/05,12:51:19
481,3/14/94,6:27:49
482,2/7/81,19:29:53
483,10/2/97,17:39:26
484,2/15/99,9:36:49
485,8/14/01,12:10:18
486,7/24/08,5:08:38
487,4/21/13,21:52:17
488,5/22/01,2:42:52
489,2/16/94,8:49:49
490,1/24/96,15:09:32
491,5/6/99,10:25:15
492,10/26/05,4:07:52
493,3/10/07,2:33:08
494,3/29/87,22:44:37
495,1/9/11,5:02:04
496,2/6/08,12:08:10
497,9/13/03,15:53:08
498,3/9/00,16:54:27
499,6/8/90,20:53:41
500,9/12/94,21:23:49
501,10/27/99,21:53:02
502,6/5/07,23:10:41
503,10/27/90,7:00:44
504,3/27/89,22:57:04
505,4/4/11,19:56:17
506,9/22/96,20:50:26
507,12/18/13,8:22:56
508,4/17/90,16:12:17
509,4/13/98,7:49:00
510,6/7/99,14:48:57
511,5/31/95,21:51:58
512,7/25/83,20:00:33
513,5/10/00,3:24:28
514,8/23/12,12:31:18
515,2/10/13,9:19:02
516,3/21/88,21:18:56
517,9/15/90,14:51:35
518,12/12/06,13:48:40
519,9/4/97,16:45:22
520,11/22/08,22:57:50
521,11/3/87,14:54:37
522,4/27/80,23:29:49
523,11/27/86,20:49:53
524,9/3/91,15:06:15
525,4/10/89,20:28:08
526,4/10/98,7:39:12
527,5/28/90,7:06:06
528,6/7/85,15:38:35
529,11/26/11,8:38:00
530,6/9/81,11:34:34
531,7/31/13,6:47:38
532,3/15/11,10:13:04
533,7/26/91,0:34:36
534,11/10/02,15:55:02
535,1/18/99,7:33:51
536,4/23/12,1:58:15
537,4/20/89,10:31:22
538,10/20/98,4:56:58
539,11/11/88,19:29:59
540,3/4/90,10:03:44
541,5/18/81,14:33:32
542,7/4/83,16:27:09
543,11/7/05,14:13:42
544,4/30/08,20:24:23
545,10/12/05,9:31:09
546,5/10/06,12:37:18
547,2/28/98,11:25:32
548,6/16/98,20:56:52
549,12/29/95,8:03:55
550,5/12/89,22:14:47
551,11/26/06,10:26:25
552,4/22/90,8:56:26
553,11/23/04,9:15:21
554,12/23/84,7:45:41
555,1/22/01,14:21:52
556,2/16/04,18:21:47
557,3/21/05,20:16:11
558,6/19/93,12:45:28
559,4/6/04,3:50:54
560,8/7/88,1:30:22
561,5/29/12,18:14:16
562,2/8/85,16:39:05
563,6/11/10,19:44:00
564,3/12/92,17:55:17
565,11/8/89,15:09:42
566,7/16/88,6:33:31
567,9/6/83,11:28:55
568,10/15/13,7:18:47
569,4/18/03,13:03:59
570,6/21/09,2:50:07
571,5/28/13,17:37:46
572,7/24/97,22:31:11
573,1/8/00,19:09:52
574,1/3/99,17:23:14
575,2/15/84,12:24:11
576,11/9/94,1:07:23
577,3/27/01,15:28:30
578,5/5/83,6:26:58
579,5/23/92,1:54:39
580,5/13/84,0:08:10
581,5/3/92,23:09:22
582,9/22/88,13:25:08
583,9/10/91,2:47:26
584,3/17/89,9:24:30
585,1/19/05,4:57:55
586,4/30/96,23:16:19
587,4/28/05,15:56:37
588,1/18/11,18:09:28
589,3/30/03,16:09:47
590,1/15/96,21:40:02
591,10/11/85,13:37:05
592,6/24/13,17:45:54
593,6/2/91,10:28:31
594,3/20/94,17:12:59
595,3/11/91,4:16:33
596,5/10/07,0:15:37
597,6/17/86,13:10:53
598,3/9/10,5:22:27
599,5/2/06,11:54:19
600,2/21/97,1:55:59
601,12/5/99,7:42:31
602,11/19/99,8:51:30
603,5/7/07,15:54:34
604,1/5/94,12:40:24
605,2/9/13,5:34:22
606,4/21/94,1:38:59
607,6/7/08,19:57:48
608,7/10/94,8:33:51
609,4/18/94,21:23:12
610,1/21/91,16:33:40
611,3/11/94,12:47:26
612,8/13/89,17:36:24
613,5/4/13,10:34:56
614,11/24/94,23:23:59
615,12/23/04,19:16:57
616,1/26/07,12:01:37
617,5/11/85,16:57:42
618,9/25/82,17:39:01
619,8/6/01,21:13:11
620,10/22/96,20:00:33
621,11/24/84,12:37:50
622,4/18/05,5:20:50
623,12/19/84,4:10:57
624,9/25/96,22:42:44
625,4/7/02,21:30:46
626,7/1/04,19:10:40
627,9/5/11,3:22:32
628,5/18/12,6:26:10
629,4/1/02,5:18:47
630,2/1/02,8:20:08
631,3/17/99,1:09:13
632,12/18/89,11:56:19
633,9/13/10,6:35:53
634,1/20/10,1:32:32
635,2/20/91,7:43:38
636,3/6/03,21:39:46
637,6/9/87,4:54:29
638,12/24/10,9:26:09
639,5/2/88,7:48:53
640,7/5/09,9:35:12
641,10/26/85,19:37:20
642,11/8/06,3:26:37
643,1/9/90,20:16:55
644,8/10/82,17:45:36
645,1/14/93,11:17:12
646,5/11/82,4:20:35
647,8/22/10,15:20:39
648,7/23/83,8:02:23
649,3/23/11,12:12:38
650,10/8/09,9:02:33
651,9/8/13,5:02:49
652,7/7/13,17:36:39
653,2/26/83,21:15:09
654,7/22/09,1:54:32
655,3/21/92,2:46:27
656,5/21/09,14:42:31
657,6/30/82,9:28:45
658,4/19/08,13:01:18
659,10/25/92,22:18:50
660,7/7/85,22:33:26
661,12/28/10,22:17:57
662,2/20/87,21:53:54
663,11/23/00,12:33:11
664,5/1/96,22:51:42
665,10/10/12,7:00:08
666,5/30/81,22:55:50
667,11/14/02,4:42:06
668,6/8/98,2:36:19
669,7/17/89,1:28:31
670,7/22/93,19:40:50
671,3/16/80,7:10:47
672,2/25/92,23:51:50
673,2/5/99,5:34:53
674,5/25/07,18:59:08
675,7/5/11,4:11:13
676,2/6/85,6:52:45
677,2/6/94,11:02:56
678,6/17/12,3:49:09
679,11/18/80,13:38:12
680,2/15/89,13:35:25
681,10/16/04,16:34:01
682,1/2/97,16:04:42
683,6/18/84,21:40:05
684,10/8/02,22:20:29
685,12/30/12,14:21:04
686,11/4/99,21:58:30
687,1/2/95,5:02:30
688,11/3/11,14:06:05
689,1/26/80,19:22:27
690,3/5/93,13:01:03
691,5/11/91,18:19:45
692,6/22/94,12:58:45
693,7/22/93,16:00:07
694,5/6/93,8:57:43
695,7/22/82,5:14:28
696,10/13/81,17:36:05
697,11/23/82,15:07:03
698,8/4/08,21:59:54
699,1/19/01,1:41:14
700,1/28/03,11:15:41
701,11/19/09,3:06:00
702,2/22/88,3:24:32
703,3/4/00,11:45:05
704,5/28/97,15:12:08
705,3/29/80,11:25:56
706,3/1/87,10:15:57
707,6/23/12,13:07:08
708,7/2/11,3:30:10
709,5/26/10,16:57:16
710,3/30/84,5:11:34
711,6/8/99,4:57:21
712,8/1/13,11:17:36
713,4/10/94,1:56:59
714,7/9/13,11:21:30
715,10/29/06,0:55:53
716,12/31/02,10:25:00
717,9/14/89,13:38:42
718,4/6/09,8:26:49
719,9/18/88,21:04:43
720,11/5/13,19:39:27
721,12/18/97,21:37:36
722,12/3/11,19:10:34
723,12/10/04,13:39:16
724,5/24/82,4:31:38
725,5/29/91,4:15:46
726,5/8/84,15:50:23
727,5/5/98,4:52:55
728,12/30/98,6:07:53
729,6/3/80,20:32:50
730,1/26/06,0:17:32
731,12/29/07,17:11:11
732,2/4/03,8:04:07
733,9/2/95,3:11:52
734,5/26/10,10:46:12
735,3/10/06,12:03:08
736,9/28/07,13:32:27
737,11/7/00,3:22:39
738,7/16/02,1:28:20
739,7/4/03,1:39:05
740,2/1/01,20:03:37
741,4/15/03,1:46:20
742,4/29/88,10:10:40
743,1/17/87,20:59:36
744,3/2/80,10:47:32
745,3/20/94,23:52:29
746,10/30/85,21:53:53
747,11/6/81,23:03:41
748,7/19/10,13:11:41
749,6/23/10,19:40:16
750,12/20/88,10:50:45
751,5/7/10,18:35:14
752,4/20/01,18:30:29
753,5/21/89,21:49:54
754,4/21/04,16:17:37
755,11/12/07,3:04:34
756,8/1/03,7:33:35
757,6/28/94,16:26:12
758,3/16/04,13:15:31
759,5/13/85,3:42:03
760,1/30/04,2:22:07
761,2/20/96,14:55:12
762,7/19/09,15:43:40
763,11/14/08,6:18:03
764,8/30/96,10:41:17
765,1/12/81,1:40:47
766,2/9/97,19:23:14
767,5/11/80,7:10:37
768,10/4/86,11:00:28
769,3/20/13,22:12:52
770,12/15/05,20:15:20
771,8/10/82,12:01:54
772,9/30/82,13:46:34
773,8/9/93,21:15:41
774,5/5/10,15:54:22
775,10/30/05,14:50:11
776,5/4/96,10:59:51
777,3/30/99,7:20:32
778,5/19/87,22:02:20
779,4/15/90,0:44:27
780,1/27/95,22:36:55
781,12/5/93,16:37:59
782,7/14/90,20:58:59
783,3/25/80,16:35:19
784,10/7/82,19:41:48
785,10/28/88,3:54:00
786,8/8/05,13:19:30
787,4/3/10,8:58:33
788,7/14/88,4:26:25
789,4/22/11,4:24:32
790,9/1/87,11:56:49
791,3/4/01,6:58:38
792,9/9/93,21:03:32
793,9/28/97,17:33:54
794,10/8/90,12:39:06
795,1/22/13,5:18:07
796,11/26/94,18:48:23
797,6/5/80,5:00:49
798,11/7/04,10:19:44
799,2/5/09,21:32:03
800,4/12/87,14:11:22
801,8/5/03,6:24:27
802,7/14/81,19:04:28
803,3/18/02,23:00:25
804,1/26/82,7:03:13
805,10/13/10,2:03:37
806,8/16/08,5:55:40
807,3/27/93,4:04:56
808,5/14/12,1:22:56
809,8/30/07,7:39:02
810,1/29/82,21:39:43
811,3/5/89,6:49:05
812,8/11/90,23:43:28
813,12/7/06,2:33:11
814,6/30/92,9:38:11
815,6/7/98,10:06:00
816,10/19/83,4:17:47
817,10/29/96,20:43:44
818,5/30/03,9:33:18
819,11/18/89,16:07:57
820,7/20/91,8:04:11
821,4/16/84,16:48:02
822,3/26/82,2:24:45
823,4/8/00,18:15:01
824,10/18/10,5:51:21
825,4/13/01,11:56:30
826,8/19/07,2:06:31
827,2/14/96,6:39:41
828,1/22/10,4:09:08
829,11/7/07,2:39:26
830,8/18/98,18:13:06
831,9/12/97,8:43:27
832,9/11/06,11:43:36
833,3/10/88,20:40:04
834,3/12/95,18:36:47
835,4/5/94,20:34:07
836,4/29/01,3:16:48
837,3/20/96,12:46:19
838,7/11/86,6:54:09
839,8/4/84,14:30:16
840,4/27/80,1:57:33
841,7/30/94,13:56:36
842,3/3/95,8:51:34
843,3/28/89,1:01:20
844,10/19/13,4:11:23
845,12/19/91,9:12:34
846,5/6/06,2:51:17
847,12/5/90,23:11:00
848,6/13/84,2:53:41
849,5/29/89,23:02:31
850,7/3/99,11:40:02
851,1/19/03,1:46:18
852,10/20/02,6:40:45
853,1/9/94,14:24:40
854,2/25/99,5:13:04
855,2/11/10,14:45:17
856,9/13/99,19:31:39
857,2/13/03,0:12:05
858,8/7/86,17:02:21
859,11/29/03,6:40:09
860,9/29/92,16:22:13
861,12/17/94,23:58:19
862,6/14/05,22:04:15
863,12/25/88,16:10:16
864,1/21/09,5:05:00
865,11/22/92,18:39:48
866,11/28/10,9:54:11
867,10/16/93,1:35:12
868,9/13/03,14:09:03
869,12/20/92,1:51:22
870,9/29/81,6:43:49
871,6/11/10,11:20:21
872,11/24/92,17:33:02
873,2/27/92,6:27:45
874,8/9/92,11:24:00
875,7/20/01,1:56:42
876,6/13/96,1:45:03
877,6/12/97,18:25:04
878,1/7/94,16:21:02
879,2/4/01,2:49:46
880,11/16/90,6:45:12
881,3/16/97,11:27:56
882,11/17/11,10:24:26
883,8/21/00,6:30:46
884,12/4/94,10:31:36
885,11/25/83,12:10:40
886,4/11/07,12:36:46
887,10/21/99,16:19:40
888,1/22/83,14:26:21
889,11/9/06,0:55:47
890,12/11/06,2:25:23
891,10/21/12,15:57:05
892,12/14/86,7:49:27
893,6/17/03,4:06:54
894,2/15/99,23:39:50
895,1/26/97,15:05:09
896,10/27/91,19:19:02
897,1/28/86,11:12:35
898,2/19/80,9:28:22
899,8/4/02,18:29:29
900,10/14/90,16:14:41
901,1/31/84,3:34:57
902,6/30/05,20:09:17
903,10/26/03,4:27:45
904,7/3/81,16:27:59
905,4/25/10,4:18:32
906,10/21/88,12:49:05
907,6/11/11,19:04:28
908,3/1/02,16:18:33
909,12/13/12,6:56:07
910,12/3/82,5:53:09
911,1/11/11,5:52:19
912,3/29/80,3:17:02
913,1/8/92,10:24:23
914,8/13/96,14:45:26
915,6/3/90,9:23:40
916,7/31/97,14:24:17
917,10/13/84,7:56:39
918,10/21/01,11:23:34
919,4/17/85,14:26:05
920,1/30/96,10:41:49
921,3/10/02,18:35:50
922,7/31/09,4:52:08
923,7/23/83,8:34:46
924,4/1/13,22:02:41
925,12/13/00,23:46:15
926,7/16/87,22:38:08
927,11/12/87,0:39:21
928,1/17/85,20:06:49
929,8/9/03,23:36:23
930,9/26/13,2:48:57
931,9/27/86,0:51:58
932,3/29/98,11:57:25
933,11/28/10,0:52:06
934,8/15/05,12:02:01
935,10/6/91,14:46:45
936,5/27/02,4:03:04
937,4/9/10,20:37:57
938,7/21/02,16:58:23
939,9/1/97,7:55:33
940,6/18/11,10:46:17
941,7/13/94,21:46:21
942,1/19/82,20:07:45
943,3/25/90,7:35:50
944,6/22/93,4:38:33
945,6/14/96,22:08:12
946,11/16/07,18:11:48
947,1/16/95,7:03:30
948,4/3/99,23:59:58
949,5/11/10,0:09:25
950,10/31/07,14:03:51
951,7/12/02,22:41:09
952,1/31/09,2:40:06
953,11/22/83,10:34:52
954,7/15/10,3:15:32
955,4/28/93,23:06:45
956,10/5/82,5:07:41
957,4/13/96,16:22:33
958,7/2/90,14:13:11
959,6/11/88,5:10:41
960,2/19/09,14:46:15
961,5/18/80,14:33:30
962,8/1/82,2:30:18
963,7/19/80,17:35:52
964,4/17/95,6:09:42
965,1/14/90,0:01:37
966,2/22/82,11:58:19
967,1/8/91,23:47:41
968,3/17/89,0:03:31
969,10/24/07,7:46:25
970,4/8/10,12:37:09
971,2/8/81,23:19:55
972,4/22/94,6:43:17
973,10/24/92,23:47:54
974,3/23/84,22:57:03
975,12/1/93,19:50:08
976,9/8/99,16:06:40
977,6/2/95,1:25:07
978,11/8/00,18:41:06
979,7/21/89,15:57:20
980,6/20/07,9:11:54
981,4/28/10,18:28:56
982,1/4/98,4:20:36
983,8/12/05,22:20:30
984,5/21/01,19:06:42
985,6/7/07,21:04:51
986,10/20/10,0:44:18
987,4/2/96,13:45:38
988,2/7/94,11:44:28
989,1/28/01,1:11:11
990,6/27/95,16:34:40
991,7/4/85,23:40:17
992,2/16/99,2:56:33
993,11/17/80,16:09:23
994,6/12/96,2:23:40
995,3/1/95,6:04:54
996,5/29/82,6:01:39
997,7/2/99,8:04:12
998,12/24/85,6:25:39
999,8/31/89,10:56:50
